"","GOID","TERM"
"609","GO:0006397","mRNA processing"
"610","GO:0006397","mRNA processing"
"611","GO:0006397","mRNA processing"
"612","GO:0006397","mRNA processing"
"613","GO:0006397","mRNA processing"
"614","GO:0006397","mRNA processing"
"615","GO:0006397","mRNA processing"
"616","GO:0006397","mRNA processing"
"617","GO:0006397","mRNA processing"
"618","GO:0006397","mRNA processing"
"619","GO:0006397","mRNA processing"
"620","GO:0006397","mRNA processing"
"621","GO:0006397","mRNA processing"
"622","GO:0006397","mRNA processing"
"623","GO:0006397","mRNA processing"
"624","GO:0006397","mRNA processing"
"625","GO:0006397","mRNA processing"
"626","GO:0006397","mRNA processing"
"627","GO:0006397","mRNA processing"
"628","GO:0006397","mRNA processing"
"629","GO:0006397","mRNA processing"
"630","GO:0006397","mRNA processing"
"631","GO:0006397","mRNA processing"
"632","GO:0006397","mRNA processing"
"633","GO:0006397","mRNA processing"
"634","GO:0006397","mRNA processing"
"635","GO:0006397","mRNA processing"
"636","GO:0006397","mRNA processing"
"637","GO:0006397","mRNA processing"
"638","GO:0006397","mRNA processing"
"639","GO:0006397","mRNA processing"
"640","GO:0006397","mRNA processing"
"641","GO:0006397","mRNA processing"
"642","GO:0006397","mRNA processing"
"643","GO:0006397","mRNA processing"
"644","GO:0006397","mRNA processing"
"645","GO:0006397","mRNA processing"
"646","GO:0006397","mRNA processing"
"647","GO:0006397","mRNA processing"
"648","GO:0006397","mRNA processing"
"649","GO:0006397","mRNA processing"
"650","GO:0006397","mRNA processing"
"651","GO:0006397","mRNA processing"
"652","GO:0006397","mRNA processing"
"653","GO:0006397","mRNA processing"
"654","GO:0006397","mRNA processing"
"655","GO:0006397","mRNA processing"
"656","GO:0006397","mRNA processing"
"657","GO:0006397","mRNA processing"
"658","GO:0006397","mRNA processing"
"659","GO:0006397","mRNA processing"
"660","GO:0006397","mRNA processing"
"661","GO:0006397","mRNA processing"
"662","GO:0006397","mRNA processing"
"663","GO:0006397","mRNA processing"
"664","GO:0006397","mRNA processing"
"665","GO:0006397","mRNA processing"
"666","GO:0006397","mRNA processing"
"667","GO:0006397","mRNA processing"
"668","GO:0006397","mRNA processing"
"669","GO:0006397","mRNA processing"
"670","GO:0006397","mRNA processing"
"671","GO:0006397","mRNA processing"
"672","GO:0006397","mRNA processing"
"673","GO:0006397","mRNA processing"
"674","GO:0006397","mRNA processing"
"675","GO:0006397","mRNA processing"
"676","GO:0006397","mRNA processing"
"677","GO:0006397","mRNA processing"
"678","GO:0006397","mRNA processing"
"679","GO:0006397","mRNA processing"
"680","GO:0006397","mRNA processing"
"681","GO:0006397","mRNA processing"
"682","GO:0006397","mRNA processing"
"683","GO:0006397","mRNA processing"
"684","GO:0006397","mRNA processing"
"685","GO:0006397","mRNA processing"
"686","GO:0006397","mRNA processing"
"687","GO:0006397","mRNA processing"
"688","GO:0006397","mRNA processing"
"689","GO:0006397","mRNA processing"
"690","GO:0006397","mRNA processing"
"691","GO:0006397","mRNA processing"
"692","GO:0006397","mRNA processing"
"693","GO:0006397","mRNA processing"
"694","GO:0006397","mRNA processing"
"695","GO:0006397","mRNA processing"
"696","GO:0006397","mRNA processing"
"697","GO:0006397","mRNA processing"
"698","GO:0006397","mRNA processing"
"699","GO:0006397","mRNA processing"
"700","GO:0006397","mRNA processing"
"701","GO:0006397","mRNA processing"
"702","GO:0006397","mRNA processing"
"703","GO:0006397","mRNA processing"
"704","GO:0006397","mRNA processing"
"705","GO:0006397","mRNA processing"
"706","GO:0006397","mRNA processing"
"707","GO:0006397","mRNA processing"
"708","GO:0006397","mRNA processing"
"709","GO:0006397","mRNA processing"
"710","GO:0006397","mRNA processing"
"711","GO:0006397","mRNA processing"
"712","GO:0006397","mRNA processing"
"713","GO:0006397","mRNA processing"
"714","GO:0006397","mRNA processing"
"715","GO:0006397","mRNA processing"
"716","GO:0006397","mRNA processing"
"717","GO:0006397","mRNA processing"
"718","GO:0006397","mRNA processing"
"719","GO:0006397","mRNA processing"
"720","GO:0006397","mRNA processing"
"721","GO:0006397","mRNA processing"
"722","GO:0006397","mRNA processing"
"723","GO:0006397","mRNA processing"
"724","GO:0006397","mRNA processing"
"725","GO:0006397","mRNA processing"
"726","GO:0006397","mRNA processing"
"727","GO:0006397","mRNA processing"
"728","GO:0006397","mRNA processing"
"729","GO:0006397","mRNA processing"
"730","GO:0006397","mRNA processing"
"731","GO:0006397","mRNA processing"
"732","GO:0006397","mRNA processing"
"733","GO:0006397","mRNA processing"
"734","GO:0006397","mRNA processing"
"735","GO:0006397","mRNA processing"
"736","GO:0006397","mRNA processing"
"737","GO:0006397","mRNA processing"
"738","GO:0006397","mRNA processing"
"739","GO:0006397","mRNA processing"
"740","GO:0006397","mRNA processing"
"741","GO:0006397","mRNA processing"
"742","GO:0006397","mRNA processing"
"743","GO:0006397","mRNA processing"
"744","GO:0006397","mRNA processing"
"745","GO:0006397","mRNA processing"
"746","GO:0006397","mRNA processing"
"747","GO:0006397","mRNA processing"
"748","GO:0006397","mRNA processing"
"749","GO:0006397","mRNA processing"
"750","GO:0006397","mRNA processing"
"751","GO:0006397","mRNA processing"
"752","GO:0006397","mRNA processing"
"753","GO:0006397","mRNA processing"
"754","GO:0006397","mRNA processing"
"755","GO:0006397","mRNA processing"
"756","GO:0006397","mRNA processing"
"757","GO:0006397","mRNA processing"
"758","GO:0006397","mRNA processing"
"759","GO:0006397","mRNA processing"
"760","GO:0006397","mRNA processing"
"761","GO:0006397","mRNA processing"
"762","GO:0006397","mRNA processing"
"763","GO:0006397","mRNA processing"
"764","GO:0006397","mRNA processing"
"765","GO:0006397","mRNA processing"
"766","GO:0006397","mRNA processing"
"767","GO:0006397","mRNA processing"
"768","GO:0006397","mRNA processing"
"769","GO:0006397","mRNA processing"
"770","GO:0006397","mRNA processing"
"771","GO:0006397","mRNA processing"
"772","GO:0006397","mRNA processing"
"773","GO:0006397","mRNA processing"
"774","GO:0006397","mRNA processing"
"775","GO:0006397","mRNA processing"
"776","GO:0006397","mRNA processing"
"777","GO:0006397","mRNA processing"
"778","GO:0006397","mRNA processing"
"779","GO:0006397","mRNA processing"
"780","GO:0006397","mRNA processing"
"781","GO:0006397","mRNA processing"
"782","GO:0006397","mRNA processing"
"783","GO:0006397","mRNA processing"
"784","GO:0006397","mRNA processing"
"785","GO:0006397","mRNA processing"
"786","GO:0006397","mRNA processing"
"787","GO:0006397","mRNA processing"
"788","GO:0006397","mRNA processing"
"789","GO:0006397","mRNA processing"
"790","GO:0006397","mRNA processing"
"791","GO:0006397","mRNA processing"
"792","GO:0006397","mRNA processing"
"793","GO:0006397","mRNA processing"
"794","GO:0006397","mRNA processing"
"795","GO:0006397","mRNA processing"
"796","GO:0006397","mRNA processing"
"797","GO:0006397","mRNA processing"
"798","GO:0006397","mRNA processing"
"799","GO:0006397","mRNA processing"
"800","GO:0006397","mRNA processing"
"801","GO:0006397","mRNA processing"
"802","GO:0006397","mRNA processing"
"803","GO:0006397","mRNA processing"
"804","GO:0006397","mRNA processing"
"805","GO:0006397","mRNA processing"
"806","GO:0006397","mRNA processing"
"807","GO:0006397","mRNA processing"
"808","GO:0006397","mRNA processing"
"809","GO:0006397","mRNA processing"
"810","GO:0006397","mRNA processing"
"811","GO:0006397","mRNA processing"
"812","GO:0006397","mRNA processing"
"813","GO:0006397","mRNA processing"
"814","GO:0006397","mRNA processing"
"815","GO:0006397","mRNA processing"
"816","GO:0006397","mRNA processing"
"817","GO:0006397","mRNA processing"
"818","GO:0006397","mRNA processing"
"819","GO:0006397","mRNA processing"
"820","GO:0006397","mRNA processing"
"821","GO:0006397","mRNA processing"
"822","GO:0006397","mRNA processing"
"823","GO:0006397","mRNA processing"
"824","GO:0006397","mRNA processing"
"825","GO:0006397","mRNA processing"
"826","GO:0006397","mRNA processing"
"827","GO:0006397","mRNA processing"
"828","GO:0006397","mRNA processing"
"829","GO:0006397","mRNA processing"
"830","GO:0006397","mRNA processing"
"831","GO:0006397","mRNA processing"
"832","GO:0006397","mRNA processing"
"833","GO:0006397","mRNA processing"
"834","GO:0006397","mRNA processing"
"835","GO:0006397","mRNA processing"
"836","GO:0006397","mRNA processing"
"837","GO:0006397","mRNA processing"
"838","GO:0006397","mRNA processing"
"839","GO:0006397","mRNA processing"
"840","GO:0006397","mRNA processing"
"841","GO:0006397","mRNA processing"
"842","GO:0006397","mRNA processing"
"843","GO:0006397","mRNA processing"
"844","GO:0006397","mRNA processing"
"845","GO:0006397","mRNA processing"
"846","GO:0006397","mRNA processing"
"847","GO:0006397","mRNA processing"
"848","GO:0006397","mRNA processing"
"849","GO:0006397","mRNA processing"
"850","GO:0006397","mRNA processing"
"851","GO:0006397","mRNA processing"
"852","GO:0006397","mRNA processing"
"853","GO:0006397","mRNA processing"
"854","GO:0006397","mRNA processing"
"855","GO:0006397","mRNA processing"
"856","GO:0006397","mRNA processing"
"857","GO:0006397","mRNA processing"
"858","GO:0006397","mRNA processing"
"859","GO:0006397","mRNA processing"
"860","GO:0006397","mRNA processing"
"861","GO:0006397","mRNA processing"
"862","GO:0006397","mRNA processing"
"863","GO:0006397","mRNA processing"
"864","GO:0006397","mRNA processing"
"865","GO:0006397","mRNA processing"
"866","GO:0006397","mRNA processing"
"867","GO:0006397","mRNA processing"
"868","GO:0006397","mRNA processing"
"869","GO:0006397","mRNA processing"
"870","GO:0006397","mRNA processing"
"871","GO:0006397","mRNA processing"
"872","GO:0006397","mRNA processing"
"873","GO:0006397","mRNA processing"
"874","GO:0006397","mRNA processing"
"875","GO:0006397","mRNA processing"
"876","GO:0006397","mRNA processing"
"877","GO:0006397","mRNA processing"
"878","GO:0006397","mRNA processing"
"879","GO:0006397","mRNA processing"
"880","GO:0006397","mRNA processing"
"881","GO:0006397","mRNA processing"
"882","GO:0006397","mRNA processing"
"883","GO:0006397","mRNA processing"
"884","GO:0006397","mRNA processing"
"885","GO:0006397","mRNA processing"
"886","GO:0006397","mRNA processing"
"887","GO:0006397","mRNA processing"
"888","GO:0006397","mRNA processing"
"889","GO:0006397","mRNA processing"
"890","GO:0006397","mRNA processing"
"891","GO:0006397","mRNA processing"
"892","GO:0006397","mRNA processing"
"893","GO:0006397","mRNA processing"
"894","GO:0006397","mRNA processing"
"895","GO:0006397","mRNA processing"
"896","GO:0006397","mRNA processing"
"897","GO:0006397","mRNA processing"
"898","GO:0006397","mRNA processing"
"899","GO:0006397","mRNA processing"
"900","GO:0006397","mRNA processing"
"901","GO:0006397","mRNA processing"
"902","GO:0006397","mRNA processing"
"903","GO:0006397","mRNA processing"
"904","GO:0006397","mRNA processing"
"905","GO:0006397","mRNA processing"
"906","GO:0006397","mRNA processing"
"907","GO:0006397","mRNA processing"
"908","GO:0006397","mRNA processing"
"909","GO:0006397","mRNA processing"
"910","GO:0006397","mRNA processing"
"911","GO:0006397","mRNA processing"
"912","GO:0006397","mRNA processing"
"913","GO:0006397","mRNA processing"
"914","GO:0006397","mRNA processing"
"915","GO:0006397","mRNA processing"
"916","GO:0006397","mRNA processing"
"917","GO:0006397","mRNA processing"
"918","GO:0006397","mRNA processing"
"919","GO:0006397","mRNA processing"
"920","GO:0006397","mRNA processing"
"921","GO:0006397","mRNA processing"
"922","GO:0006397","mRNA processing"
"923","GO:0006397","mRNA processing"
"924","GO:0006397","mRNA processing"
"925","GO:0006397","mRNA processing"
"926","GO:0006397","mRNA processing"
"927","GO:0006397","mRNA processing"
"928","GO:0006397","mRNA processing"
"929","GO:0006397","mRNA processing"
"930","GO:0006397","mRNA processing"
"931","GO:0006397","mRNA processing"
"932","GO:0006397","mRNA processing"
"933","GO:0006397","mRNA processing"
"934","GO:0006397","mRNA processing"
"935","GO:0006397","mRNA processing"
"936","GO:0006397","mRNA processing"
"937","GO:0006397","mRNA processing"
"938","GO:0006397","mRNA processing"
"939","GO:0006397","mRNA processing"
"940","GO:0006397","mRNA processing"
"941","GO:0006397","mRNA processing"
"942","GO:0006397","mRNA processing"
"943","GO:0006397","mRNA processing"
"944","GO:0006397","mRNA processing"
"945","GO:0006397","mRNA processing"
"946","GO:0006397","mRNA processing"
"947","GO:0006397","mRNA processing"
"948","GO:0006397","mRNA processing"
"949","GO:0006397","mRNA processing"
"950","GO:0006397","mRNA processing"
"951","GO:0006397","mRNA processing"
"952","GO:0006397","mRNA processing"
"953","GO:0006397","mRNA processing"
"954","GO:0006397","mRNA processing"
"955","GO:0006397","mRNA processing"
"956","GO:0006397","mRNA processing"
"957","GO:0006397","mRNA processing"
"958","GO:0006397","mRNA processing"
"959","GO:0006397","mRNA processing"
"960","GO:0006397","mRNA processing"
"961","GO:0006397","mRNA processing"
"962","GO:0006397","mRNA processing"
"963","GO:0006397","mRNA processing"
"964","GO:0006397","mRNA processing"
"965","GO:0006397","mRNA processing"
"966","GO:0006397","mRNA processing"
"967","GO:0006397","mRNA processing"
"968","GO:0006397","mRNA processing"
"969","GO:0006397","mRNA processing"
"970","GO:0006397","mRNA processing"
"971","GO:0006397","mRNA processing"
"972","GO:0006397","mRNA processing"
"973","GO:0006397","mRNA processing"
"974","GO:0006397","mRNA processing"
"975","GO:0006397","mRNA processing"
"976","GO:0006397","mRNA processing"
"977","GO:0006397","mRNA processing"
"978","GO:0006397","mRNA processing"
"979","GO:0006397","mRNA processing"
"980","GO:0006397","mRNA processing"
"981","GO:0006397","mRNA processing"
"982","GO:0006397","mRNA processing"
"983","GO:0006397","mRNA processing"
"984","GO:0006397","mRNA processing"
"985","GO:0006397","mRNA processing"
"986","GO:0006397","mRNA processing"
"987","GO:0006397","mRNA processing"
"988","GO:0006397","mRNA processing"
"989","GO:0006397","mRNA processing"
"990","GO:0006397","mRNA processing"
"991","GO:0006397","mRNA processing"
"992","GO:0006397","mRNA processing"
"993","GO:0006397","mRNA processing"
"994","GO:0006397","mRNA processing"
"995","GO:0006397","mRNA processing"
"996","GO:0006397","mRNA processing"
"997","GO:0006397","mRNA processing"
"998","GO:0006397","mRNA processing"
"999","GO:0006397","mRNA processing"
"1000","GO:0006397","mRNA processing"
"1001","GO:0006397","mRNA processing"
"1002","GO:0006397","mRNA processing"
"1003","GO:0006397","mRNA processing"
"1004","GO:0006397","mRNA processing"
"1005","GO:0006397","mRNA processing"
"1006","GO:0006397","mRNA processing"
"1007","GO:0006397","mRNA processing"
"1008","GO:0006397","mRNA processing"
"1009","GO:0006397","mRNA processing"
"1010","GO:0006397","mRNA processing"
"1011","GO:0006397","mRNA processing"
"1012","GO:0006397","mRNA processing"
"1013","GO:0006397","mRNA processing"
"1014","GO:0006397","mRNA processing"
"1015","GO:0006397","mRNA processing"
"1016","GO:0006397","mRNA processing"
"1017","GO:0006397","mRNA processing"
"1018","GO:0006397","mRNA processing"
"1019","GO:0006397","mRNA processing"
"1020","GO:0006397","mRNA processing"
"1021","GO:0006397","mRNA processing"
"1022","GO:0006397","mRNA processing"
"1023","GO:0006397","mRNA processing"
"1024","GO:0006397","mRNA processing"
"1025","GO:0006397","mRNA processing"
"1026","GO:0006397","mRNA processing"
"1027","GO:0006397","mRNA processing"
"1028","GO:0006397","mRNA processing"
"1029","GO:0006397","mRNA processing"
"1030","GO:0006397","mRNA processing"
"1031","GO:0006397","mRNA processing"
"1032","GO:0006397","mRNA processing"
"1033","GO:0006397","mRNA processing"
"1034","GO:0006397","mRNA processing"
"1035","GO:0006397","mRNA processing"
"1036","GO:0006397","mRNA processing"
"1037","GO:0006397","mRNA processing"
"1038","GO:0006397","mRNA processing"
"1039","GO:0031123","RNA 3'-end processing"
"1040","GO:0031123","RNA 3'-end processing"
"1041","GO:0031123","RNA 3'-end processing"
"1042","GO:0031123","RNA 3'-end processing"
"1043","GO:0031123","RNA 3'-end processing"
"1044","GO:0031123","RNA 3'-end processing"
"1045","GO:0031123","RNA 3'-end processing"
"1046","GO:0031123","RNA 3'-end processing"
"1047","GO:0031123","RNA 3'-end processing"
"1048","GO:0031123","RNA 3'-end processing"
"1049","GO:0031123","RNA 3'-end processing"
"1050","GO:0031123","RNA 3'-end processing"
"1051","GO:0031123","RNA 3'-end processing"
"1052","GO:0031123","RNA 3'-end processing"
"1053","GO:0031123","RNA 3'-end processing"
"1054","GO:0031123","RNA 3'-end processing"
"1055","GO:0031123","RNA 3'-end processing"
"1056","GO:0031123","RNA 3'-end processing"
"1057","GO:0031123","RNA 3'-end processing"
"1058","GO:0031123","RNA 3'-end processing"
"1059","GO:0031123","RNA 3'-end processing"
"1060","GO:0031123","RNA 3'-end processing"
"1061","GO:0031123","RNA 3'-end processing"
"1062","GO:0031123","RNA 3'-end processing"
"1063","GO:0031123","RNA 3'-end processing"
"1064","GO:0031123","RNA 3'-end processing"
"1065","GO:0031123","RNA 3'-end processing"
"1066","GO:0031123","RNA 3'-end processing"
"1067","GO:0031123","RNA 3'-end processing"
"1068","GO:0031123","RNA 3'-end processing"
"1069","GO:0031123","RNA 3'-end processing"
"1070","GO:0031123","RNA 3'-end processing"
"1071","GO:0031123","RNA 3'-end processing"
"1072","GO:0031123","RNA 3'-end processing"
"1073","GO:0031123","RNA 3'-end processing"
"1074","GO:0031123","RNA 3'-end processing"
"1075","GO:0031123","RNA 3'-end processing"
"1076","GO:0031123","RNA 3'-end processing"
"1077","GO:0031123","RNA 3'-end processing"
"1078","GO:0031123","RNA 3'-end processing"
"1079","GO:0031123","RNA 3'-end processing"
"1080","GO:0031123","RNA 3'-end processing"
"1081","GO:0031123","RNA 3'-end processing"
"1082","GO:0031123","RNA 3'-end processing"
"1083","GO:0031123","RNA 3'-end processing"
"1084","GO:0031123","RNA 3'-end processing"
"1085","GO:0031123","RNA 3'-end processing"
"1086","GO:0031123","RNA 3'-end processing"
"1087","GO:0031123","RNA 3'-end processing"
"1088","GO:0031123","RNA 3'-end processing"
"1089","GO:0031123","RNA 3'-end processing"
"1090","GO:0031123","RNA 3'-end processing"
"1091","GO:0031123","RNA 3'-end processing"
"1092","GO:0031123","RNA 3'-end processing"
"1093","GO:0031123","RNA 3'-end processing"
"1094","GO:0031123","RNA 3'-end processing"
"1095","GO:0031123","RNA 3'-end processing"
"1096","GO:0031123","RNA 3'-end processing"
"1097","GO:0031123","RNA 3'-end processing"
"1098","GO:0031123","RNA 3'-end processing"
"1099","GO:0031123","RNA 3'-end processing"
"1100","GO:0031123","RNA 3'-end processing"
"1101","GO:0031123","RNA 3'-end processing"
"1102","GO:0031123","RNA 3'-end processing"
"1103","GO:0031123","RNA 3'-end processing"
"1104","GO:0031123","RNA 3'-end processing"
"1105","GO:0031123","RNA 3'-end processing"
"1106","GO:0031123","RNA 3'-end processing"
"1107","GO:0031123","RNA 3'-end processing"
"1108","GO:0031123","RNA 3'-end processing"
"1109","GO:0031123","RNA 3'-end processing"
"1110","GO:0031123","RNA 3'-end processing"
"1111","GO:0031123","RNA 3'-end processing"
"1112","GO:0031123","RNA 3'-end processing"
"1113","GO:0031123","RNA 3'-end processing"
"1114","GO:0031123","RNA 3'-end processing"
"1115","GO:0031123","RNA 3'-end processing"
"1116","GO:0031123","RNA 3'-end processing"
"1117","GO:0031123","RNA 3'-end processing"
"1118","GO:0031123","RNA 3'-end processing"
"1119","GO:0031123","RNA 3'-end processing"
"1120","GO:0031123","RNA 3'-end processing"
"1121","GO:0031123","RNA 3'-end processing"
"1122","GO:0031123","RNA 3'-end processing"
"1123","GO:0031123","RNA 3'-end processing"
"1124","GO:0031123","RNA 3'-end processing"
"1125","GO:0031123","RNA 3'-end processing"
"1126","GO:0031123","RNA 3'-end processing"
"1127","GO:0031123","RNA 3'-end processing"
"1128","GO:0031123","RNA 3'-end processing"
"1129","GO:0031123","RNA 3'-end processing"
"1130","GO:0031123","RNA 3'-end processing"
"1131","GO:0031123","RNA 3'-end processing"
"1132","GO:0031123","RNA 3'-end processing"
"1133","GO:0031123","RNA 3'-end processing"
"1134","GO:0031123","RNA 3'-end processing"
"1135","GO:0031123","RNA 3'-end processing"
"1136","GO:0031123","RNA 3'-end processing"
"1137","GO:0031123","RNA 3'-end processing"
"1138","GO:0031123","RNA 3'-end processing"
"1139","GO:0031123","RNA 3'-end processing"
"1140","GO:0031123","RNA 3'-end processing"
"1141","GO:0031123","RNA 3'-end processing"
"1142","GO:0031123","RNA 3'-end processing"
"1143","GO:0031123","RNA 3'-end processing"
"1144","GO:0031123","RNA 3'-end processing"
"1145","GO:0031123","RNA 3'-end processing"
"1146","GO:0031123","RNA 3'-end processing"
"1147","GO:0031123","RNA 3'-end processing"
"1148","GO:0031123","RNA 3'-end processing"
"1149","GO:0031123","RNA 3'-end processing"
"1150","GO:0031123","RNA 3'-end processing"
"1151","GO:0031123","RNA 3'-end processing"
"1152","GO:0031123","RNA 3'-end processing"
"1153","GO:0031123","RNA 3'-end processing"
"1154","GO:0031123","RNA 3'-end processing"
"1155","GO:0031123","RNA 3'-end processing"
"1156","GO:0031123","RNA 3'-end processing"
"1157","GO:0031123","RNA 3'-end processing"
"1158","GO:0031123","RNA 3'-end processing"
"1159","GO:0031123","RNA 3'-end processing"
"1160","GO:0031123","RNA 3'-end processing"
"1161","GO:0031123","RNA 3'-end processing"
"1162","GO:0031123","RNA 3'-end processing"
"1163","GO:0031123","RNA 3'-end processing"
"1164","GO:0031123","RNA 3'-end processing"
"1165","GO:0031123","RNA 3'-end processing"
"1166","GO:0031929","TOR signaling"
"1167","GO:0031929","TOR signaling"
"1168","GO:0031929","TOR signaling"
"1169","GO:0031929","TOR signaling"
"1170","GO:0031929","TOR signaling"
"1171","GO:0031929","TOR signaling"
"1172","GO:0031929","TOR signaling"
"1173","GO:0031929","TOR signaling"
"1174","GO:0031929","TOR signaling"
"1175","GO:0031929","TOR signaling"
"1176","GO:0031929","TOR signaling"
"1177","GO:0031929","TOR signaling"
"1178","GO:0031929","TOR signaling"
"1179","GO:0031929","TOR signaling"
"1180","GO:0031929","TOR signaling"
"1181","GO:0031929","TOR signaling"
"1182","GO:0031929","TOR signaling"
"1183","GO:0031929","TOR signaling"
"1184","GO:0031929","TOR signaling"
"1185","GO:0031929","TOR signaling"
"1186","GO:0031929","TOR signaling"
"1187","GO:0031929","TOR signaling"
"1188","GO:0031929","TOR signaling"
"1189","GO:0031929","TOR signaling"
"1190","GO:0031929","TOR signaling"
"1191","GO:0031929","TOR signaling"
"1192","GO:0031929","TOR signaling"
"1193","GO:0031929","TOR signaling"
"1194","GO:0031929","TOR signaling"
"1195","GO:0031929","TOR signaling"
"1196","GO:0031929","TOR signaling"
"1197","GO:0031929","TOR signaling"
"1198","GO:0031929","TOR signaling"
"1199","GO:0031929","TOR signaling"
"1200","GO:0031929","TOR signaling"
"1201","GO:0031929","TOR signaling"
"1202","GO:0031929","TOR signaling"
"1203","GO:0031929","TOR signaling"
"1204","GO:0031929","TOR signaling"
"1205","GO:0031929","TOR signaling"
"1206","GO:0031929","TOR signaling"
"1207","GO:0031929","TOR signaling"
"1208","GO:0031929","TOR signaling"
"1209","GO:0031929","TOR signaling"
"1210","GO:0031929","TOR signaling"
"1211","GO:0031929","TOR signaling"
"1212","GO:0031929","TOR signaling"
"1213","GO:0031929","TOR signaling"
"1214","GO:0031929","TOR signaling"
"1215","GO:0031929","TOR signaling"
"1216","GO:0031929","TOR signaling"
"1217","GO:0031929","TOR signaling"
"1218","GO:0031929","TOR signaling"
"1219","GO:0031929","TOR signaling"
"1220","GO:0031929","TOR signaling"
"1221","GO:0031929","TOR signaling"
"1222","GO:0031929","TOR signaling"
"1223","GO:0031929","TOR signaling"
"1224","GO:0031929","TOR signaling"
"1225","GO:0031929","TOR signaling"
"1226","GO:0031929","TOR signaling"
"1227","GO:0031929","TOR signaling"
"1228","GO:0031929","TOR signaling"
"1229","GO:0031929","TOR signaling"
"1230","GO:0031929","TOR signaling"
"1231","GO:0031929","TOR signaling"
"1232","GO:0031929","TOR signaling"
"1233","GO:0031929","TOR signaling"
"1234","GO:0031929","TOR signaling"
"1235","GO:0031929","TOR signaling"
"1236","GO:0031929","TOR signaling"
"1237","GO:0031929","TOR signaling"
"1238","GO:0031929","TOR signaling"
"1239","GO:0031929","TOR signaling"
"1240","GO:0031929","TOR signaling"
"1241","GO:0031929","TOR signaling"
"1242","GO:0031929","TOR signaling"
"1243","GO:0031929","TOR signaling"
"1244","GO:0031929","TOR signaling"
"1245","GO:0031929","TOR signaling"
"1246","GO:0031929","TOR signaling"
"1247","GO:0031929","TOR signaling"
"1248","GO:0031929","TOR signaling"
"1249","GO:0031929","TOR signaling"
"1250","GO:0031929","TOR signaling"
"1251","GO:0031929","TOR signaling"
"1252","GO:0031929","TOR signaling"
"1253","GO:0031929","TOR signaling"
"1254","GO:0031929","TOR signaling"
"1255","GO:0031929","TOR signaling"
"1256","GO:0031929","TOR signaling"
"1257","GO:0031929","TOR signaling"
"1258","GO:0031929","TOR signaling"
"1259","GO:0031929","TOR signaling"
"1260","GO:0031929","TOR signaling"
"1261","GO:0031929","TOR signaling"
"1262","GO:0031929","TOR signaling"
"1263","GO:0031929","TOR signaling"
"1264","GO:0031929","TOR signaling"
"1265","GO:0031929","TOR signaling"
"1266","GO:0031929","TOR signaling"
"1267","GO:0031929","TOR signaling"
"1268","GO:0031929","TOR signaling"
"1269","GO:0031929","TOR signaling"
"1270","GO:0031929","TOR signaling"
"1271","GO:0031929","TOR signaling"
"1272","GO:0031929","TOR signaling"
"1273","GO:0031929","TOR signaling"
"1274","GO:0031929","TOR signaling"
"1275","GO:0031929","TOR signaling"
"1276","GO:0031929","TOR signaling"
"1277","GO:0031929","TOR signaling"
"1278","GO:0031929","TOR signaling"
"1279","GO:0031929","TOR signaling"
"1280","GO:0031929","TOR signaling"
"1281","GO:0031929","TOR signaling"
"1282","GO:0031929","TOR signaling"
"1283","GO:0031929","TOR signaling"
"1284","GO:0031929","TOR signaling"
"1285","GO:0031929","TOR signaling"
"1286","GO:0031929","TOR signaling"
"1287","GO:0031929","TOR signaling"
"1288","GO:0031929","TOR signaling"
"1289","GO:0031929","TOR signaling"
"1290","GO:0031929","TOR signaling"
"1291","GO:0031929","TOR signaling"
"1292","GO:0031929","TOR signaling"
"1293","GO:0031929","TOR signaling"
"1294","GO:0031929","TOR signaling"
"1295","GO:0031929","TOR signaling"
"1296","GO:0031929","TOR signaling"
"1297","GO:0043408","regulation of MAPK cascade"
"1298","GO:0043408","regulation of MAPK cascade"
"1299","GO:0043408","regulation of MAPK cascade"
"1300","GO:0043408","regulation of MAPK cascade"
"1301","GO:0043408","regulation of MAPK cascade"
"1302","GO:0043408","regulation of MAPK cascade"
"1303","GO:0043408","regulation of MAPK cascade"
"1304","GO:0043408","regulation of MAPK cascade"
"1305","GO:0043408","regulation of MAPK cascade"
"1306","GO:0043408","regulation of MAPK cascade"
"1307","GO:0043408","regulation of MAPK cascade"
"1308","GO:0043408","regulation of MAPK cascade"
"1309","GO:0043408","regulation of MAPK cascade"
"1310","GO:0043408","regulation of MAPK cascade"
"1311","GO:0043408","regulation of MAPK cascade"
"1312","GO:0043408","regulation of MAPK cascade"
"1313","GO:0043408","regulation of MAPK cascade"
"1314","GO:0043408","regulation of MAPK cascade"
"1315","GO:0043408","regulation of MAPK cascade"
"1316","GO:0043408","regulation of MAPK cascade"
"1317","GO:0043408","regulation of MAPK cascade"
"1318","GO:0043408","regulation of MAPK cascade"
"1319","GO:0043408","regulation of MAPK cascade"
"1320","GO:0043408","regulation of MAPK cascade"
"1321","GO:0043408","regulation of MAPK cascade"
"1322","GO:0043408","regulation of MAPK cascade"
"1323","GO:0043408","regulation of MAPK cascade"
"1324","GO:0043408","regulation of MAPK cascade"
"1325","GO:0043408","regulation of MAPK cascade"
"1326","GO:0043408","regulation of MAPK cascade"
"1327","GO:0043408","regulation of MAPK cascade"
"1328","GO:0043408","regulation of MAPK cascade"
"1329","GO:0043408","regulation of MAPK cascade"
